userid,time,lat,lon,locationid
1768,2010-08-05T02:55:28Z,51.5125456,-0.1324710167,326090
1771,2010-10-09T18:19:07Z,51.513868519,-0.1319816197,168657
1771,2010-10-09T16:57:52Z,51.5142306835,-0.1310667511,806035
1771,2010-10-05T19:41:25Z,51.514067958,-0.139268144,4991655
1818,2010-08-12T17:31:48Z,51.5131720638,-0.1381638756,429450
1818,2010-07-30T16:15:11Z,51.513531,-0.140399,1527603
1818,2010-07-29T11:49:28Z,51.512866,-0.139277,1206772
1818,2010-07-28T12:03:15Z,51.5144113683,-0.1419210434,23090
1818,2010-07-21T12:11:56Z,51.5144113683,-0.1419210434,23090
1818,2010-07-20T11:04:59Z,51.512866,-0.139277,1206772
1818,2010-07-19T10:56:20Z,51.512866,-0.139277,1206772
1818,2010-07-16T10:15:28Z,51.5130452,-0.13894095,159543
1818,2010-07-16T10:13:18Z,51.512866,-0.139277,1206772
1818,2010-07-15T13:26:57Z,51.5130452,-0.13894095,159543
1818,2010-07-15T13:25:53Z,51.512866,-0.139277,1206772
1818,2010-07-14T10:44:02Z,51.512866,-0.139277,1206772
1818,2010-07-14T10:43:28Z,51.5130452,-0.13894095,159543
1818,2010-07-12T10:39:51Z,51.512866,-0.139277,1206772
1818,2010-07-07T20:42:22Z,51.512563,-0.137557,1403033
1818,2010-07-07T20:02:39Z,51.512866,-0.139277,1206772
1818,2010-07-06T08:42:20Z,51.512866,-0.139277,1206772
1818,2010-06-01T12:01:00Z,51.512866,-0.139277,1206772
1849,2010-10-01T18:47:57Z,51.5151725109,-0.1417815685,23711
1849,2010-10-01T17:09:25Z,51.5138473511,-0.1298599243,200425
1849,2010-10-01T15:27:22Z,51.5144113683,-0.1419210434,23090
1849,2010-10-01T15:25:39Z,51.5151725109,-0.1417815685,23711
1862,2010-10-11T10:34:49Z,51.5130774203,-0.1360555662,450317
1878,2010-10-14T17:46:39Z,51.51568841,-0.13855528,2312629
1878,2010-10-05T20:53:05Z,51.5133261902,-0.131135376,396063
1878,2010-10-05T18:17:40Z,51.5136534612,-0.1300615327,382836
1878,2010-10-05T17:53:29Z,51.513308603,-0.1338920882,544845
1878,2010-10-05T17:09:03Z,51.5137850283,-0.1299298374,865436
1878,2010-10-02T13:37:34Z,51.5132684,-0.1340066667,60182
1885,2010-09-17T21:37:35Z,51.51269418,-0.13737595,692554
1885,2010-09-17T19:47:23Z,51.513868519,-0.1319816197,168657
1885,2010-09-17T19:46:02Z,51.5135738544,-0.1349240362,109081
1981,2010-07-15T10:46:29Z,51.5147452044,-0.1247549057,572066
2025,2010-08-26T14:01:29Z,51.5130225841,-0.1241970062,45170
2169,2009-12-12T14:27:40Z,51.5144113683,-0.1419210434,23090
2211,2010-09-17T19:05:20Z,51.5154478065,-0.1352451422,22464
2211,2010-09-17T18:04:26Z,51.5135738544,-0.1349240362,109081
2601,2010-07-10T19:38:03Z,51.5155590656,-0.1423841028,68148
2601,2010-07-10T17:35:50Z,51.5126353194,-0.1391422749,28302
2601,2010-07-10T17:07:56Z,51.5145216,-0.1299007167,1045879
2601,2010-07-03T08:51:22Z,51.515865951,-0.137128004,1429292
2611,2010-08-05T06:06:54Z,51.5126353194,-0.1391422749,28302
2611,2010-08-05T06:05:51Z,51.5155590656,-0.1423841028,68148
2786,2010-07-25T13:55:51Z,51.5130225841,-0.1241970062,45170
2786,2010-07-25T13:17:04Z,51.5147201167,-0.1253967167,913038
2786,2010-07-25T12:51:49Z,51.5137905833,-0.1270044667,23874
2786,2010-07-25T12:26:18Z,51.5152411833,-0.12708065,22339
2786,2010-07-09T21:40:53Z,51.514848693,-0.1335310936,35684
2786,2010-07-01T11:56:17Z,51.5152411833,-0.12708065,22339
2786,2010-04-11T12:51:08Z,51.5148141333,-0.1251132333,189263
2786,2010-03-10T18:35:31Z,51.5130225841,-0.1241970062,45170
2786,2010-02-19T13:47:09Z,51.5137905833,-0.1270044667,23874
2890,2010-07-05T09:33:41Z,51.514731851,-0.1300522685,22340
2890,2010-07-03T15:38:25Z,51.5144113683,-0.1419210434,23090
2890,2010-07-03T09:50:10Z,51.5155590656,-0.1423841028,68148
2890,2010-07-02T16:26:01Z,51.5126353194,-0.1391422749,28302
2917,2010-09-10T12:50:57Z,51.5128201611,-0.1391946257,523034
3003,2010-06-26T15:19:08Z,51.5155590656,-0.1423841028,68148
3003,2010-06-26T14:24:36Z,51.5126353194,-0.1391422749,28302
3005,2009-12-14T21:32:27Z,51.5145492692,-0.1245193805,159190
3005,2009-12-14T20:07:42Z,51.5141754177,-0.124076838,163138
3145,2010-06-07T20:02:07Z,51.5130225841,-0.1338529587,51019
3145,2010-06-07T09:19:49Z,51.5144113683,-0.1419210434,23090
3279,2010-05-31T14:29:54Z,51.5130225841,-0.1241970062,45170
3279,2010-05-30T21:02:36Z,51.5126876831,-0.1238098145,363298
3301,2010-09-21T17:38:18Z,51.514247942,-0.140682888,4167610
3301,2010-09-10T13:26:48Z,51.5131227382,-0.1388096809,190528
3301,2010-08-26T21:44:14Z,51.515931,-0.130432,1599565
3301,2010-08-23T21:02:46Z,51.51547026,-0.14199233,991886
3301,2010-08-18T11:46:59Z,51.5149464,-0.1361919,944708
3301,2010-06-20T14:33:04Z,51.5138705487,-0.1399898529,1241672
3301,2010-06-20T13:44:06Z,51.51570165,-0.14125669,1312459
3301,2010-06-15T17:10:53Z,51.51567835,-0.1407494833,115023
3301,2010-06-10T23:06:50Z,51.5161313328,-0.1275717854,246101
3301,2010-06-08T18:32:37Z,51.51419764,-0.13821202,1245857
3301,2010-06-07T19:29:29Z,51.5138705487,-0.1399898529,1241672
3301,2010-04-28T13:35:30Z,51.513840503,-0.1412504911,295922
3301,2010-04-28T11:01:01Z,51.5141175412,-0.1364954735,57810
3301,2010-04-22T18:04:58Z,51.51547026,-0.14199233,991886
3301,2010-04-15T13:14:52Z,51.5149464,-0.1361919,944708
3301,2010-03-31T19:42:40Z,51.5131219833,-0.1418604333,676984
3301,2010-03-31T18:49:57Z,51.5144113683,-0.1419210434,23090
3301,2010-03-12T18:58:42Z,51.51540398,-0.13921588,693779
3301,2010-03-12T16:31:33Z,51.513840503,-0.1412504911,295922
3301,2010-03-12T15:20:43Z,51.5144113683,-0.1419210434,23090
3301,2010-03-11T12:03:14Z,51.5135233525,-0.130687952,55251
3352,2010-03-01T13:44:37Z,51.5129608568,-0.1246274533,630589
3416,2010-01-29T21:34:01Z,51.5126152884,-0.1332521439,433158
3416,2010-01-29T19:45:17Z,51.5144061068,-0.1350976719,472937
3416,2010-01-29T18:32:56Z,51.5152726603,-0.1419961452,17810
3416,2010-01-29T18:20:07Z,51.5151725109,-0.1417815685,23711
3506,2010-01-17T15:05:10Z,51.5144113683,-0.1419210434,23090
3824,2010-09-14T19:54:16Z,51.5150685833,-0.1358141,36509
3824,2010-09-13T09:21:30Z,51.512921952,-0.134386493,2245311
3969,2010-01-15T13:37:05Z,51.5135233525,-0.130687952,55251
4295,2010-07-26T20:26:05Z,51.5138716055,-0.1363696965,54102
4350,2010-05-04T13:41:27Z,51.5148894856,-0.1249989504,32782
4395,2010-07-01T20:49:22Z,51.5129406845,-0.1321043426,905638
4395,2010-07-01T18:56:49Z,51.5148894856,-0.1249989504,32782
4395,2010-01-20T20:41:28Z,51.5130225841,-0.1241970062,45170
4395,2010-01-20T19:06:21Z,51.5148894856,-0.1249989504,32782
4395,2009-11-09T10:28:40Z,51.5148894856,-0.1249989504,32782
4508,2010-08-28T15:01:40Z,51.5130225841,-0.1241970062,45170
4508,2010-08-28T13:34:31Z,51.51416,-0.1295125667,489576
4535,2010-08-02T17:20:21Z,51.5144113683,-0.1419210434,23090
4535,2010-05-28T11:31:39Z,51.5150685833,-0.1358141,36509
4535,2010-05-28T11:15:53Z,51.5151725109,-0.1417815685,23711
4535,2010-02-12T09:42:18Z,51.5144113683,-0.1419210434,23090
4535,2010-02-12T09:05:42Z,51.5150685833,-0.1358141,36509
4535,2009-11-15T15:35:16Z,51.5144113683,-0.1419210434,23090
4535,2009-11-15T15:30:55Z,51.5152726603,-0.1419961452,17810
4570,2009-12-21T12:54:12Z,51.512551,-0.1336106667,245452
4570,2009-12-21T12:50:31Z,51.5126181333,-0.1334261167,245442
4570,2009-11-28T16:55:28Z,51.5131322167,-0.1316961,142071
4580,2010-05-17T11:16:46Z,51.5126086114,-0.1240038872,771384
4580,2010-05-07T18:35:03Z,51.5130225841,-0.1241970062,45170
4580,2010-04-06T16:26:54Z,51.51375125,-0.1234786333,23111
4580,2010-03-22T18:07:35Z,51.5126086114,-0.1240038872,771384
4589,2010-10-10T13:59:56Z,51.5137905833,-0.1270044667,23874
4589,2010-10-10T13:50:37Z,51.5139172865,-0.1287460327,51090
4589,2010-10-10T13:26:59Z,51.5131227382,-0.1388096809,190528
4589,2010-10-10T13:17:45Z,51.5144113683,-0.1419210434,23090
4589,2010-10-10T13:03:12Z,51.51567835,-0.1407494833,115023
4589,2010-02-15T15:51:38Z,51.5145784667,-0.1356855667,112607
4589,2010-02-15T15:24:16Z,51.5162541127,-0.1308703423,51161
4589,2010-02-15T15:24:07Z,51.5162494167,-0.1303119167,22058
4589,2010-02-15T12:59:58Z,51.5145493903,-0.1423294745,156228
4589,2010-02-15T12:59:45Z,51.5139617774,-0.1422576492,345697
4589,2010-02-15T12:58:41Z,51.5139106097,-0.140182972,22480
4589,2010-02-15T12:58:28Z,51.51413805,-0.1399042667,36465
4589,2010-02-15T12:57:19Z,51.51353,-0.1385951,89471
4589,2010-02-15T12:57:06Z,51.51377904,-0.13851594,134736
4589,2010-02-15T12:56:43Z,51.5135733833,-0.1393029667,84331
4589,2010-02-15T12:53:20Z,51.5141482667,-0.1397839833,103858
4589,2010-02-15T12:53:07Z,51.5131227382,-0.1388096809,190528
4589,2010-02-15T12:50:27Z,51.5144113683,-0.1419210434,23090
4589,2010-02-15T10:21:44Z,51.5162494167,-0.1303119167,22058
4589,2010-02-15T10:21:29Z,51.5162541127,-0.1308703423,51161
4589,2010-02-15T10:02:55Z,51.5139172865,-0.1287460327,51090
4589,2010-02-15T10:01:46Z,51.5127822133,-0.1279896498,194710
4589,2010-02-11T12:58:22Z,51.5157082833,-0.1320126333,69166
4589,2010-02-11T12:50:37Z,51.5139172865,-0.1287460327,51090
4589,2010-02-11T11:29:23Z,51.5145784667,-0.1356855667,112607
4589,2009-11-16T11:51:38Z,51.5139172865,-0.1287460327,51090
4589,2009-11-15T18:17:15Z,51.5141482667,-0.1397839833,103858
4589,2009-11-15T16:53:54Z,51.5144113683,-0.1419210434,23090
4636,2010-08-30T14:20:13Z,51.5126451106,-0.1301594202,785168
4636,2010-07-19T15:19:22Z,51.5148894856,-0.1249989504,32782
4636,2010-07-19T15:09:58Z,51.5137905833,-0.1270044667,23874
4636,2010-07-12T15:51:41Z,51.5148894856,-0.1249989504,32782
4636,2010-07-12T13:58:56Z,51.5137905833,-0.1270044667,23874
4636,2010-04-28T12:00:07Z,51.5154476833,-0.1332341833,1026900
4636,2010-04-28T11:48:31Z,51.5157082833,-0.1320126333,69166
4636,2010-04-28T11:25:54Z,51.5140946319,-0.1316961431,145244
4636,2010-04-20T16:07:32Z,51.5126451106,-0.1301594202,785168
4636,2010-04-20T14:43:13Z,51.5150685833,-0.1358141,36509
4636,2010-03-28T14:39:38Z,51.5126451106,-0.1301594202,785168
4636,2010-03-28T12:47:27Z,51.5135206405,-0.1287482692,60163
4636,2010-03-28T10:47:12Z,51.5125456,-0.1324710167,326090
4636,2010-03-27T23:57:27Z,51.5131220723,-0.1338035184,416699
4636,2010-03-27T18:31:21Z,51.5127863456,-0.1432405121,809461
